23, 20, 22, 19
14, 4, 13, 3
9, 4, 8, 5
26, 3, 25, 3
25, 25, 24, 24
1, 21, 2, 21
9, 2, 8, 3
25, 6, 24, 5
3, 23, 4, 22
22, 0, 21, 1
3, 16, 2, 15
26, 21, 25, 20
23, 12, 22, 13
22, 10, 23, 9
18, 4, 17, 3
25, 0, 26, 1
3, 19, 4, 18
6, 21, 6, 20
1, 2, 0, 3
22, 19, 21, 18
13, 3, 12, 2
8, 5, 7, 6
25, 3, 24, 2
24, 24, 23, 23
2, 21, 3, 20
8, 3, 7, 4
24, 5, 23, 4
4, 22, 5, 22
21, 1, 20, 0
2, 15, 1, 14
25, 20, 24, 19
22, 13, 21, 14
23, 9, 24, 8
17, 3, 16, 2
26, 1, 26, 2
4, 18, 5, 17
6, 20, 7, 19
0, 3, 1, 4
21, 18, 20, 17
12, 2, 11, 3
7, 6, 6, 7
24, 2, 24, 1
23, 23, 22, 22
3, 20, 4, 19
7, 4, 8, 5
23, 4, 23, 4
5, 22, 6, 22
20, 0, 19, 0
1, 14, 1, 13
24, 19, 23, 18
21, 14, 21, 15
24, 8, 24, 8
16, 2, 16, 2
26, 2, 25, 3
5, 17, 6, 16
7, 19, 6, 18
1, 4, 2, 5
20, 17, 19, 18
11, 3, 10, 3
6, 7, 5, 8
24, 1, 23, 1
22, 22, 21, 21
4, 19, 5, 20
8, 5, 9, 6
23, 4, 23, 4
6, 22, 7, 21
19, 0, 18, 1
1, 13, 1, 13
23, 18, 22, 17
21, 15, 20, 16
24, 8, 24, 8
16, 2, 16, 2
25, 3, 25, 4
6, 16, 6, 15
6, 18, 5, 17
2, 5, 3, 6
19, 18, 18, 17
10, 3, 9, 4
5, 8, 4, 9
23, 1, 22, 0
21, 21, 20, 20
5, 20, 5, 19
9, 6, 10, 7
23, 4, 23, 3
7, 21, 8, 20
18, 1, 17, 0
1, 13, 1, 13
22, 17, 22, 16
20, 16, 20, 17
24, 8, 24, 8
16, 2, 16, 2
25, 4, 24, 5
6, 15, 7, 14
5, 17, 4, 16
3, 6, 4, 7
18, 17, 17, 16
9, 4, 8, 5
4, 9, 3, 10
22, 0, 21, 1
20, 20, 19, 19
5, 19, 6, 18
10, 7, 11, 8
23, 3, 22, 3
8, 20, 9, 19
17, 0, 16, 0
1, 13, 1, 13
22, 16, 21, 15
20, 17, 21, 18
24, 8, 24, 8
16, 2, 16, 2
24, 5, 23, 6
7, 14, 8, 13
4, 16, 3, 15
4, 7, 5, 8
17, 16, 16, 15
8, 5, 7, 6
3, 10, 2, 11
21, 1, 20, 0
19, 19, 18, 18
6, 18, 7, 17
11, 8, 12, 9
22, 3, 22, 3
9, 19, 10, 18
16, 0, 15, 0
1, 13, 1, 13
21, 15, 20, 14
21, 18, 20, 19
24, 8, 24, 8
16, 2, 16, 2
23, 6, 22, 6
8, 13, 9, 13
3, 15, 4, 14
5, 8, 5, 9
16, 15, 15, 15
7, 6, 6, 7
2, 11, 3, 12
20, 0, 20, 0
18, 18, 17, 17
7, 17, 8, 17
12, 9, 13, 10
22, 3, 22, 3
10, 18, 11, 19
15, 0, 14, 0
1, 13, 1, 13
20, 14, 20, 13
20, 19, 20, 20
24, 8, 24, 8
16, 2, 16, 2
22, 6, 21, 7
9, 13, 10, 14
4, 14, 5, 13
5, 9, 6, 10
15, 15, 14, 14
6, 7, 6, 7
3, 12, 3, 13
20, 0, 20, 0
17, 17, 16, 17
8, 17, 9, 18
13, 10, 14, 11
22, 3, 22, 3
11, 19, 12, 20
14, 0, 13, 0
1, 13, 1, 13
20, 13, 19, 12
20, 20, 21, 21
24, 8, 24, 8
16, 2, 16, 2
21, 7, 20, 8
10, 14, 11, 15
5, 13, 5, 12
6, 10, 7, 11
14, 14, 13, 14
6, 7, 6, 7
3, 13, 3, 14
20, 0, 20, 0
16, 17, 15, 17
9, 18, 9, 18
14, 11, 15, 12
22, 3, 22, 3
12, 20, 13, 21
13, 0, 12, 1
1, 13, 1, 13
19, 12, 19, 11
21, 21, 22, 22
24, 8, 24, 8
16, 2, 16, 2
20, 8, 19, 8
11, 15, 12, 16
5, 12, 5, 11
7, 11, 7, 12
13, 14, 12, 14
6, 7, 6, 7
3, 14, 3, 15
20, 0, 20, 0
15, 17, 14, 18
9, 18, 9, 18
15, 12, 14, 13
22, 3, 22, 3
13, 21, 14, 22
12, 1, 11, 0
1, 13, 1, 13
19, 11, 18, 10
22, 22, 22, 22
24, 8, 24, 8
16, 2, 16, 2
19, 8, 19, 8
12, 16, 13, 16
5, 11, 6, 10
7, 12, 7, 13
12, 14, 11, 14
6, 7, 6, 7
3, 15, 4, 16
20, 0, 20, 0
14, 18, 13, 19
9, 18, 9, 18
14, 13, 14, 14
22, 3, 22, 3
14, 22, 15, 23
11, 0, 10, 1
1, 13, 1, 13
18, 10, 17, 9
22, 22, 22, 22
24, 8, 24, 8
16, 2, 16, 2
19, 8, 19, 9
13, 16, 14, 17
6, 10, 7, 10
7, 13, 8, 14
11, 14, 10, 13
6, 7, 6, 7
4, 16, 5, 17
20, 0, 20, 0
13, 19, 12, 20
9, 18, 9, 18
14, 14, 15, 15
22, 3, 22, 3
15, 23, 15, 23
10, 1, 9, 0
1, 13, 1, 13
17, 9, 17, 8
22, 22, 22, 22
24, 8, 24, 8
16, 2, 16, 2
19, 9, 18, 10
14, 17, 15, 18
7, 10, 7, 10
8, 14, 9, 15
10, 13, 9, 12
6, 7, 6, 7
5, 17, 6, 18
20, 0, 20, 0
12, 20, 11, 21
9, 18, 9, 18
15, 15, 14, 16
22, 3, 22, 3
15, 23, 15, 23
9, 0, 8, 0
1, 13, 1, 13
17, 8, 18, 8
22, 22, 22, 22
24, 8, 24, 8
16, 2, 16, 2
18, 10, 17, 11
15, 18, 16, 19
7, 10, 7, 10
9, 15, 10, 16
9, 12, 8, 13
6, 7, 6, 7
6, 18, 7, 19
20, 0, 20, 0
11, 21, 10, 22
9, 18, 9, 18
14, 16, 15, 17
22, 3, 22, 3
15, 23, 15, 23
8, 0, 7, 0
1, 13, 1, 13
18, 8, 18, 8
22, 22, 22, 22
24, 8, 24, 8
16, 2, 16, 2
17, 11, 16, 11
16, 19, 17, 19
7, 10, 7, 10
10, 16, 10, 16
8, 13, 7, 12
6, 7, 6, 7
7, 19, 8, 20
20, 0, 20, 0
10, 22, 9, 23
9, 18, 9, 18
15, 17, 14, 18
22, 3, 22, 3
15, 23, 15, 23
7, 0, 6, 1
1, 13, 1, 13
18, 8, 18, 8
22, 22, 22, 22
24, 8, 24, 8
16, 2, 16, 2
16, 11, 15, 12
17, 19, 18, 18
7, 10, 7, 10
10, 16, 11, 17
7, 12, 6, 13
6, 7, 6, 7
8, 20, 9, 21
20, 0, 20, 0
9, 23, 8, 23
9, 18, 9, 18
14, 18, 13, 19
22, 3, 22, 3
15, 23, 15, 23
6, 1, 5, 1
1, 13, 1, 13
18, 8, 18, 8
22, 22, 22, 22
24, 8, 24, 8
16, 2, 16, 2
15, 12, 14, 13
18, 18, 18, 17
7, 10, 7, 10
11, 17, 11, 18
6, 13, 5, 12
6, 7, 6, 7
9, 21, 9, 21
20, 0, 20, 0
8, 23, 7, 24
9, 18, 9, 18
13, 19, 12, 20
22, 3, 22, 3
15, 23, 15, 23
5, 1, 4, 2
1, 13, 1, 13
18, 8, 18, 8
22, 22, 22, 22
24, 8, 24, 8
16, 2, 16, 2
14, 13, 13, 14
18, 17, 18, 16
7, 10, 7, 10
11, 18, 12, 18
5, 12, 4, 12
6, 7, 6, 7
9, 21, 9, 21
20, 0, 20, 0
7, 24, 7, 24
9, 18, 9, 18
12, 20, 11, 21
22, 3, 22, 3
15, 23, 15, 23
4, 2, 4, 2
1, 13, 1, 13
18, 8, 18, 8
22, 22, 22, 22
24, 8, 24, 8
16, 2, 16, 2
13, 14, 12, 15
18, 16, 18, 16
7, 10, 7, 10
12, 18, 13, 19
4, 12, 3, 13
6, 7, 6, 7
9, 21, 9, 21
20, 0, 20, 0
7, 24, 7, 24
9, 18, 9, 18
11, 21, 11, 20
22, 3, 22, 3
15, 23, 15, 23
4, 2, 4, 2
1, 13, 1, 13
18, 8, 18, 8
22, 22, 22, 22
24, 8, 24, 8
16, 2, 16, 2
12, 15, 11, 16
18, 16, 18, 16
7, 10, 7, 10
13, 19, 14, 20
3, 13, 3, 13
6, 7, 6, 7
9, 21, 9, 21
20, 0, 20, 0
7, 24, 7, 24
9, 18, 9, 18
11, 20, 11, 21
22, 3, 22, 3
15, 23, 15, 23
4, 2, 4, 2
1, 13, 1, 13
18, 8, 18, 8
22, 22, 22, 22
24, 8, 24, 8
16, 2, 16, 2
11, 16, 11, 17
18, 16, 18, 16
7, 10, 7, 10
14, 20, 15, 21
3, 13, 3, 13
6, 7, 6, 7
9, 21, 9, 21
20, 0, 20, 0
7, 24, 7, 24
9, 18, 9, 18
11, 21, 11, 21
22, 3, 22, 3
15, 23, 15, 23
4, 2, 4, 2
1, 13, 1, 13
18, 8, 18, 8
22, 22, 22, 22
24, 8, 24, 8
16, 2, 16, 2
11, 17, 11, 17
18, 16, 18, 16
7, 10, 7, 10
15, 21, 16, 21
3, 13, 3, 13
6, 7, 6, 7
9, 21, 9, 21
20, 0, 20, 0
7, 24, 7, 24
9, 18, 9, 18
11, 21, 11, 21
22, 3, 22, 3
15, 23, 15, 23
4, 2, 4, 2
1, 13, 1, 13
18, 8, 18, 8
22, 22, 22, 22
24, 8, 24, 8
16, 2, 16, 2
11, 17, 11, 17
18, 16, 18, 16
7, 10, 7, 10
16, 21, 17, 22
3, 13, 3, 13
6, 7, 6, 7
9, 21, 9, 21
20, 0, 20, 0
7, 24, 7, 24
9, 18, 9, 18
11, 21, 12, 22
22, 3, 22, 3
15, 23, 15, 23
4, 2, 4, 2
1, 13, 1, 13
18, 8, 18, 8
22, 22, 22, 22
24, 8, 24, 8
16, 2, 16, 2
11, 17, 11, 17
18, 16, 18, 16
7, 10, 7, 10
17, 22, 17, 23
3, 13, 3, 13
6, 7, 6, 7
9, 21, 9, 21
20, 0, 20, 0
7, 24, 7, 24
9, 18, 9, 18
12, 22, 12, 23
22, 3, 22, 3
15, 23, 15, 23
4, 2, 4, 2
1, 13, 1, 13
18, 8, 18, 8
22, 22, 22, 22
24, 8, 24, 8
16, 2, 16, 2
11, 17, 11, 17
18, 16, 18, 16
7, 10, 7, 10
17, 23, 17, 24
3, 13, 3, 13
6, 7, 6, 7
9, 21, 9, 21
20, 0, 20, 0
7, 24, 7, 24
9, 18, 9, 18
12, 23, 11, 24
22, 3, 22, 3
15, 23, 15, 23
4, 2, 4, 2
1, 13, 1, 13
18, 8, 18, 8
22, 22, 22, 22
24, 8, 24, 8
16, 2, 16, 2
11, 17, 11, 17
18, 16, 18, 16
7, 10, 7, 10
17, 24, 16, 25
3, 13, 3, 13
6, 7, 6, 7
9, 21, 9, 21
20, 0, 20, 0
7, 24, 7, 24
9, 18, 9, 18
11, 24, 10, 23
22, 3, 22, 3
15, 23, 15, 23
4, 2, 4, 2
1, 13, 1, 13
18, 8, 18, 8
22, 22, 22, 22
24, 8, 24, 8
16, 2, 16, 2
11, 17, 11, 17
18, 16, 18, 16
7, 10, 7, 10
16, 25, 15, 26
3, 13, 3, 13
6, 7, 6, 7
9, 21, 9, 21
20, 0, 20, 0
7, 24, 7, 24
9, 18, 9, 18
10, 23, 9, 23
22, 3, 22, 3
15, 23, 15, 23
4, 2, 4, 2
1, 13, 1, 13
18, 8, 18, 8
22, 22, 22, 22
24, 8, 24, 8
16, 2, 16, 2
11, 17, 11, 17
18, 16, 18, 16
7, 10, 7, 10
15, 26, 14, 25
3, 13, 3, 13
6, 7, 6, 7
9, 21, 9, 21
20, 0, 20, 0
7, 24, 7, 24
9, 18, 9, 18
9, 23, 9, 23
22, 3, 22, 3
15, 23, 15, 23
4, 2, 4, 2
1, 13, 1, 13
18, 8, 18, 8
22, 22, 22, 22
24, 8, 24, 8
16, 2, 16, 2
11, 17, 11, 17
18, 16, 18, 16
7, 10, 7, 10
14, 25, 13, 26
Execution Time: 151845 ms
